estimand,level,unit,estimate,lower,upper,sex,age_band
mortality_rate,county,0,0.0006011499163768236,0.0,0.0014928334651441264,male,0-17
mortality_rate,county,0,0.000712297399248331,0.0,0.0017400894025863748,male,18-44
mortality_rate,county,0,0.005829446236465293,0.001900269042243268,0.012356654307957852,male,45-64
mortality_rate,county,0,0.02874397995487512,0.00892926255233723,0.06323272123485266,male,65-74
mortality_rate,county,0,0.07707919789996914,0.02642864988848331,0.1800486665720645,male,75-84
mortality_rate,county,0,0.1384291222734065,0.04561554092624562,0.3456762122133813,male,85+
qualifying_event_rate,county,0,0.006551766993637506,0.004100032523754213,0.009403249290217934,male,0-17
qualifying_event_rate,county,0,0.013584009004676767,0.009320352182019825,0.01894102365926615,male,18-44
qualifying_event_rate,county,0,0.021004540383520565,0.014816400179337304,0.028531847385157887,male,45-64
qualifying_event_rate,county,0,0.04087937123552462,0.02722868848463623,0.05754731322508868,male,65-74
qualifying_event_rate,county,0,0.033909938009451315,0.018629702469358286,0.051545317049212246,male,75-84
qualifying_event_rate,county,0,0.037080488130988,0.009668598527744097,0.07529453593476149,male,85+
person_years_exposure,county,0,5298.800918533779,4846.400127955678,5864.959875149281,female,0-17
person_years_exposure,county,0,4742.791785845167,4332.157064428262,5254.058269206914,female,18-44
person_years_exposure,county,0,4324.26588595699,3947.664902952928,4785.252255810692,female,45-64
person_years_exposure,county,0,1256.2231116292196,1108.505850201532,1412.6657844898007,female,65-74
person_years_exposure,county,0,549.5487659926491,428.0154960937631,651.922652714729,female,75-84
person_years_exposure,county,0,82.1448860576579,51.7436175671377,108.7440956430127,female,85+
person_years_exposure,county,0,9067.057671802158,8291.904935510822,10040.691543218594,female,18-64
person_years_exposure,county,0,1887.9167636795266,1606.2747982004219,2161.0426332211746,female,65+
mortality_rate,county,0,0.0005804489810123055,0.0,0.0014786640749375503,female,0-17
mortality_rate,county,0,0.0006558060532580884,0.0,0.0015989219562732868,female,18-44
mortality_rate,county,0,0.00599191752186066,0.0017856239045955216,0.012835348348518141,female,45-64
mortality_rate,county,0,0.027401472686334343,0.009216724056989343,0.05939427389876206,female,65-74
mortality_rate,county,0,0.07337359285380651,0.024570028175239202,0.17465148228825905,female,75-84
mortality_rate,county,0,0.12387694390456494,0.03933717627944313,0.3168426948868284,female,85+
qualifying_event_rate,county,0,0.007371397965883214,0.004702026101738702,0.010543658606765427,female,0-17
qualifying_event_rate,county,0,0.015321873763914444,0.010574260704291329,0.021373474001651405,female,18-44
qualifying_event_rate,county,0,0.02072967466942933,0.014651781616182556,0.028306626035987773,female,45-64
qualifying_event_rate,county,0,0.04089756379113173,0.02778966965405332,0.05695187018918432,female,65-74
qualifying_event_rate,county,0,0.04069282895588724,0.024696310418619843,0.061043560528573876,female,75-84
qualifying_event_rate,county,0,0.03868361675498922,0.007467205343252532,0.07968571633265133,female,85+
person_years_exposure,county,1,3826.0725473883213,3434.9489060573615,4207.799360576221,male,0-17
person_years_exposure,county,1,3440.925091189374,3074.2255839580375,3775.6823534331875,male,18-44
person_years_exposure,county,1,3251.9448737922557,2895.650409692995,3571.294733426122,male,45-64
person_years_exposure,county,1,999.6860094571995,873.4362739326201,1113.7116083392275,male,65-74
person_years_exposure,county,1,327.29655191286906,254.30142724057214,392.25483602224165,male,75-84
person_years_exposure,county,1,23.94311409564864,12.950755287945665,33.26365985117065,male,85+
person_years_exposure,county,1,6692.86996498163,5950.288624599699,7353.336939811629,male,18-64
person_years_exposure,county,1,1350.9256754657172,1156.0722473424178,1527.5167652657237,male,65+
mortality_rate,county,1,0.004360245912976104,0.0012685054883704657,0.009527812978593106,male,0-17
mortality_rate,county,1,0.0005813809450174693,0.0,0.0015434964138671364,male,18-44
mortality_rate,county,1,0.007998218492144582,0.002505889470900244,0.01750911574873452,male,45-64
mortality_rate,county,1,0.028417125833765374,0.00916170273221056,0.06232584310593603,male,65-74
mortality_rate,county,1,0.07501057092380718,0.02414821110791151,0.17573013115084032,male,75-84
mortality_rate,county,1,0.10446823250338834,0.0,0.32521098220808947,male,85+
qualifying_event_rate,county,1,0.015735094548153566,0.010613670317178385,0.02191888410853761,male,0-17
qualifying_event_rate,county,1,0.025463406920888384,0.01784339430730913,0.034848210079945256,male,18-44
qualifying_event_rate,county,1,0.0437305914384743,0.03194581498662458,0.058445174770047396,male,45-64
qualifying_event_rate,county,1,0.07570641961411638,0.054379809524250054,0.10139190573150964,male,65-74
qualifying_event_rate,county,1,0.08516192363463036,0.05568562855992888,0.12033629115561187,male,75-84
qualifying_event_rate,county,1,0.03020317081113888,0.0,0.09278890398205426,male,85+
person_years_exposure,county,1,3649.8054809599794,3245.0418692746302,4021.472769868223,female,0-17
person_years_exposure,county,1,3383.2785595863575,3011.165823680842,3723.6492874461605,female,18-44
person_years_exposure,county,1,3271.937616452783,2924.7516103553994,3593.071795739617,female,45-64
person_years_exposure,county,1,951.3929616108423,827.536520420637,1062.857039192443,female,65-74
person_years_exposure,county,1,383.9059971525188,301.92628872520237,451.52568288195965,female,75-84
person_years_exposure,county,1,57.39723073892261,35.06028732666222,74.49481353528317,female,85+
person_years_exposure,county,1,6655.216176039141,5944.85565764483,7317.42590827075,female,18-64
person_years_exposure,county,1,1392.6961895022837,1184.323679201596,1579.3681996591627,female,65+
mortality_rate,county,1,0.0022130353191796765,0.000519156037681116,0.004859488261501616,female,0-17
mortality_rate,county,1,0.000850922027050583,0.0,0.00214658904363489,female,18-44
mortality_rate,county,1,0.007941586315502716,0.002464337663045849,0.017324445490659566,female,45-64
mortality_rate,county,1,0.029276562628590474,0.00927562054685554,0.06596031403137868,female,65-74
mortality_rate,county,1,0.07313546525190917,0.024590824458421815,0.1697468742869913,female,75-84
mortality_rate,county,1,0.08305629321582579,0.014512174360692626,0.22907030413854437,female,85+
qualifying_event_rate,county,1,0.016491942687495792,0.011272703538111753,0.023026529119007468,female,0-17
qualifying_event_rate,county,1,0.03053361085057389,0.02145955777378997,0.04152524134773061,female,18-44
qualifying_event_rate,county,1,0.04372841934295929,0.03206156498647639,0.058620676021839534,female,45-64
qualifying_event_rate,county,1,0.06823619283858506,0.04767914763944607,0.09335853540809677,female,65-74
qualifying_event_rate,county,1,0.07028342057388408,0.0455414249947845,0.10112918343377754,female,75-84
qualifying_event_rate,county,1,0.052009342788690974,0.01298801383770672,0.10156530777181934,female,85+
person_years_exposure,county,2,1312.9767142737026,1121.8756088891744,1489.6562033091836,male,0-17
person_years_exposure,county,2,1525.5427382158723,1307.7277168064527,1730.2394755261496,male,18-44
person_years_exposure,county,2,1104.007552402879,945.8657757297929,1252.9616614300692,male,45-64
person_years_exposure,county,2,336.2468567450717,278.17983603713316,391.5569523489841,male,65-74
person_years_exposure,county,2,144.4357583767001,106.76431853172585,177.0270443292703,male,75-84
person_years_exposure,county,2,21.94490717894864,10.28014424694652,34.25860632380494,male,85+
person_years_exposure,county,2,2629.550290618751,2256.303871867353,2975.022344198694,male,18-64
person_years_exposure,county,2,502.62752230072044,402.1418298229748,594.1712735987626,male,65+
mortality_rate,county,2,0.0029933324319647587,0.0,0.00751989811113619,male,0-17
mortality_rate,county,2,0.0007748181659304089,0.0,0.0023828262043089844,male,18-44
mortality_rate,county,2,0.009135308175020144,0.0020341953179360524,0.020471906742383028,male,45-64
mortality_rate,county,2,0.036012364722726,0.009007502707131063,0.08509961391941179,male,65-74
mortality_rate,county,2,0.07389637224523067,0.019767263350133103,0.18030763241655196,male,75-84
mortality_rate,county,2,0.1119396202513992,0.0,0.3576922156775016,male,85+
qualifying_event_rate,county,2,0.019189830640056343,0.011773694521189263,0.02784320990387887,male,0-17
qualifying_event_rate,county,2,0.030111168826942283,0.019748713137564215,0.04176789092446056,male,18-44
qualifying_event_rate,county,2,0.042915865167884384,0.029427202854152797,0.05920889695169875,male,45-64
qualifying_event_rate,county,2,0.07531411012690205,0.04782856096572904,0.10553180953578906,male,65-74
qualifying_event_rate,county,2,0.07059716340981054,0.0349496262624149,0.11037916208725641,male,75-84
qualifying_event_rate,county,2,0.049069232800857156,0.0,0.1363041043971394,male,85+
person_years_exposure,county,2,1167.7827931153631,996.2375112211246,1322.0235587878242,female,0-17
person_years_exposure,county,2,1220.9929756060092,1043.1342262701594,1382.6034763392217,female,18-44
person_years_exposure,county,2,1129.9382390397266,964.6223372420044,1281.944747353088,female,45-64
person_years_exposure,county,2,317.527650807723,261.95819097539174,369.34762843742766,female,65-74
person_years_exposure,county,2,123.5685673685165,89.2523630128258,153.86139484443828,female,75-84
person_years_exposure,county,2,18.10915867550901,7.290728520502682,30.13552433081335,female,85+
person_years_exposure,county,2,2350.931214645736,2015.785385612534,2664.0160153344536,female,18-64
person_years_exposure,county,2,459.2053768517485,364.35323962906796,544.2448768129166,female,65+
mortality_rate,county,2,0.0015458146770892436,0.0,0.004298232917648669,female,0-17
mortality_rate,county,2,0.0008437902665464174,0.0,0.002613031492339583,female,18-44
mortality_rate,county,2,0.00883534877621661,0.002332756509587049,0.020028363206849368,female,45-64
mortality_rate,county,2,0.03494397890813806,0.009235881814884784,0.07994591309209345,female,65-74
mortality_rate,county,2,0.08423296615573661,0.023985334499660407,0.20431654102762126,female,75-84
mortality_rate,county,2,0.11802096329666059,0.0,0.4346512848780517,female,85+
qualifying_event_rate,county,2,0.016412730191989203,0.009000510907233262,0.02485193223052554,female,0-17
qualifying_event_rate,county,2,0.029778728992314697,0.019186308279383602,0.042216258454716805,female,18-44
qualifying_event_rate,county,2,0.04858248864758738,0.03361044389445288,0.06555393423885945,female,45-64
qualifying_event_rate,county,2,0.06920321805792629,0.04301759328011687,0.099850584879422,female,65-74
qualifying_event_rate,county,2,0.07437844397719619,0.03647943088456673,0.11796573342375576,female,75-84
qualifying_event_rate,county,2,0.048068369290266755,0.0,0.14264932459221977,female,85+
person_years_exposure,county,3,3566.4845823018863,3283.897787469686,3836.152084041791,male,0-17
person_years_exposure,county,3,3505.55364440193,3226.875055875357,3762.80063524741,male,18-44
person_years_exposure,county,3,3551.1791171222194,3268.6177763258265,3819.3598853734743,male,45-64
person_years_exposure,county,3,1251.9089887328955,1132.8255044983023,1360.5361415255177,male,65-74
person_years_exposure,county,3,613.8770731135442,494.0062657933879,710.3604156815321,male,75-84
person_years_exposure,county,3,89.12501101886362,54.12046646326104,116.31647806848457,male,85+
person_years_exposure,county,3,7056.732761524149,6500.279096537416,7583.5595227781205,male,18-64
person_years_exposure,county,3,1954.9110728653034,1701.466229676163,2170.973820463274,male,65+
mortality_rate,county,3,0.006315304883629382,0.0019241419270129804,0.013903989838637294,male,0-17
mortality_rate,county,3,0.001085331415788134,0.0,0.0026478040526982894,male,18-44
mortality_rate,county,3,0.004695293471570092,0.0013749265265572753,0.010233182779239453,male,45-64
mortality_rate,county,3,0.02346884608979242,0.0074377408512404704,0.05086672836665389,male,65-74
mortality_rate,county,3,0.06815903916738117,0.023353594873876022,0.16291434778568717,male,75-84
mortality_rate,county,3,0.10958338166407097,0.02809682876333868,0.2981118157284238,male,85+
qualifying_event_rate,county,3,0.012059565354545918,0.008019060673961924,0.017388508487571935,male,0-17
qualifying_event_rate,county,3,0.03351308966027624,0.02387493861557642,0.04546976951775477,male,18-44
qualifying_event_rate,county,3,0.04143512614670397,0.02997555670235023,0.054979525970789485,male,45-64
qualifying_event_rate,county,3,0.0663556934330982,0.04770814519285368,0.0891253257400039,male,65-74
qualifying_event_rate,county,3,0.08096878925446953,0.05656254909380025,0.11008764656904405,male,75-84
qualifying_event_rate,county,3,0.05004685702620125,0.012899362532376977,0.09477904407474866,male,85+
person_years_exposure,county,3,3373.5808098621196,3099.7152152002764,3634.512688415057,female,0-17
person_years_exposure,county,3,3242.343942199945,2978.0279339564327,3491.882786164917,female,18-44
person_years_exposure,county,3,3774.520050286546,3473.427232102241,4059.6189063474344,female,45-64
person_years_exposure,county,3,1117.7931008218397,999.3749550455924,1223.8767217140141,female,65-74
person_years_exposure,county,3,461.6730131248068,362.90557187810725,538.3338488948119,female,75-84
person_years_exposure,county,3,63.460145090275674,39.80297651822175,81.49151165273963,female,85+
person_years_exposure,county,3,7016.863992486491,6444.616921479253,7544.445846386064,female,18-64
person_years_exposure,county,3,1642.9262590369224,1416.2482962149277,1835.0762507351826,female,65+
mortality_rate,county,3,0.007696378694367538,0.0024107859337828986,0.01706947588388304,female,0-17
mortality_rate,county,3,0.0006427400708100101,0.0,0.0017375609665468892,female,18-44
mortality_rate,county,3,0.005642273644402347,0.0017321785660536033,0.012452327069015256,female,45-64
mortality_rate,county,3,0.028434761016266054,0.009232047788814434,0.06391177223902449,female,65-74
mortality_rate,county,3,0.07391346735359827,0.02613533265335983,0.17496950641788964,female,75-84
mortality_rate,county,3,0.07928680248267439,0.012809624655009528,0.22014380946664544,female,85+
qualifying_event_rate,county,3,0.011864508711112179,0.0076862137363397365,0.017009793311839914,female,0-17
qualifying_event_rate,county,3,0.02786898658951023,0.019469594178056323,0.03811538478129654,female,18-44
qualifying_event_rate,county,3,0.04251355393027199,0.030864281910666126,0.05650139135562462,female,45-64
qualifying_event_rate,county,3,0.06382903615842929,0.045401439398095135,0.08580339427113386,female,65-74
qualifying_event_rate,county,3,0.0604665023865174,0.038405633555864925,0.08574636823196027,female,75-84
qualifying_event_rate,county,3,0.048379114120951146,0.0,0.09763228617931437,female,85+
person_years_exposure,county,4,5308.627830109933,5036.622126991093,5543.582621223037,male,0-17
person_years_exposure,county,4,5214.9120805181365,4969.899074429304,5430.009198936931,male,18-44
person_years_exposure,county,4,4642.332204419182,4412.383648331109,4841.694797424888,male,45-64
person_years_exposure,county,4,1318.5246005649017,1194.486246087032,1413.3905660375087,male,65-74
person_years_exposure,county,4,491.493352020916,380.3481810184514,571.7970539031106,male,75-84
person_years_exposure,county,4,44.00742639245019,22.956360547569815,61.39032308199456,male,85+
person_years_exposure,county,4,9857.244284937318,9387.353352613465,10254.766615808298,male,18-64
person_years_exposure,county,4,1854.025378978268,1605.2160528805741,2039.0633941015658,male,65+
mortality_rate,county,4,0.0027448315325201943,0.0007384251563869409,0.006051296483783286,male,0-17
mortality_rate,county,4,0.0006883804932035067,0.0,0.0016929859447690182,male,18-44
mortality_rate,county,4,0.006394533085491253,0.002124831273898649,0.013738912514431365,male,45-64
mortality_rate,county,4,0.029459641255163687,0.00981429543446149,0.06560900026928095,male,65-74
mortality_rate,county,4,0.08220745929268634,0.028695606844334805,0.19531379535328644,male,75-84
mortality_rate,county,4,0.11311953073975338,0.022279207060135236,0.3177933949817647,male,85+
qualifying_event_rate,county,4,0.01390222863126792,0.009519712291595402,0.019120372345923696,male,0-17
qualifying_event_rate,county,4,0.03270153780124825,0.023989013457779644,0.04346842545792381,male,18-44
qualifying_event_rate,county,4,0.04826675529310471,0.035895891523405894,0.06420916692012178,male,45-64
qualifying_event_rate,county,4,0.07895566030709462,0.05818844429739308,0.10441412598551246,male,65-74
qualifying_event_rate,county,4,0.07356899176826917,0.050214350356413535,0.10176126695241312,male,75-84
qualifying_event_rate,county,4,0.05809865247797271,0.0,0.12381474810417224,male,85+
person_years_exposure,county,4,4746.592901305555,4498.601461304215,4968.566276338028,female,0-17
person_years_exposure,county,4,4975.194953382161,4739.669234601671,5181.246364727156,female,18-44
person_years_exposure,county,4,4786.3165886061,4550.920397692487,4993.838508004924,female,45-64
person_years_exposure,county,4,1525.3023713609507,1395.3880870263974,1632.751404637266,female,65-74
person_years_exposure,county,4,501.71945893564293,402.43200606486846,570.6141703256526,female,75-84
person_years_exposure,county,4,53.48234247462607,33.69530674951157,68.50756690090022,female,85+
person_years_exposure,county,4,9761.51154198826,9302.644664045885,10165.151385106652,female,18-64
person_years_exposure,county,4,2080.5041727712196,1843.4420618794295,2262.7294354104674,female,65+
mortality_rate,county,4,0.0034621873187144245,0.0010055954920330885,0.0076281200926265075,female,0-17
mortality_rate,county,4,0.0007209594992979319,0.0,0.0017965230996099628,female,18-44
mortality_rate,county,4,0.007311798411864335,0.0023469173533542972,0.016043902464430996,female,45-64
mortality_rate,county,4,0.026866151050225204,0.008854684423119196,0.05906181354134558,female,65-74
mortality_rate,county,4,0.06753819630635911,0.022900745112677572,0.15775300562987063,female,75-84
mortality_rate,county,4,0.08710768292037975,0.01518485995481184,0.24876863247691053,female,85+
qualifying_event_rate,county,4,0.014984226563423476,0.010391401539349454,0.020879731880752688,female,0-17
qualifying_event_rate,county,4,0.032197721477698504,0.023496429341253892,0.0432713964134616,female,18-44
qualifying_event_rate,county,4,0.05059405812477254,0.03787092938144485,0.06671619164184392,female,45-64
qualifying_event_rate,county,4,0.07265593216518693,0.05353367452691216,0.09614586592560115,female,65-74
qualifying_event_rate,county,4,0.07151790516054869,0.04887227649935187,0.09973574177629345,female,75-84
qualifying_event_rate,county,4,0.060540936576603546,0.01581401553308078,0.12032321033951156,female,85+
person_years_exposure,county,5,1657.1310352518487,1484.9551069958948,1747.0976818842066,male,0-17
person_years_exposure,county,5,1440.5431677485565,1293.8781388339012,1503.9889377088614,male,18-44
person_years_exposure,county,5,1407.625670257957,1262.838436010743,1479.6231090720155,male,45-64
person_years_exposure,county,5,453.62078560505876,399.4608054245864,486.8333481294122,male,65-74
person_years_exposure,county,5,212.4368947893329,167.03703215334954,246.26956617225625,male,75-84
person_years_exposure,county,5,26.540715898423446,13.77404191959044,37.2279717244356,male,85+
person_years_exposure,county,5,2848.1688380065134,2552.859327933246,2979.5842030887725,male,18-64
person_years_exposure,county,5,692.5983962928151,593.8124215651278,764.8378168708554,male,65+
mortality_rate,county,5,0.0012251737456546044,0.0,0.0034636417931023194,male,0-17
mortality_rate,county,5,0.0008379000900656693,0.0,0.0026937949539292583,male,18-44
mortality_rate,county,5,0.005177227021523768,0.001349421342786343,0.012039857200052309,male,45-64
mortality_rate,county,5,0.021499011062912562,0.004930086370353141,0.048448608943829324,male,65-74
mortality_rate,county,5,0.07318227585519764,0.02286845067980989,0.17430990780464392,male,75-84
mortality_rate,county,5,0.1193316323768346,0.0,0.37498349788640417,male,85+
qualifying_event_rate,county,5,0.023178517239876507,0.015007789745235301,0.032534101098477174,male,0-17
qualifying_event_rate,county,5,0.035418298426649814,0.024081863007119706,0.04850085083680766,male,18-44
qualifying_event_rate,county,5,0.05256541482580764,0.037389058840731355,0.06991775961955614,male,45-64
qualifying_event_rate,county,5,0.08156926554968652,0.05550690778164745,0.11176929926554802,male,65-74
qualifying_event_rate,county,5,0.09678867201791708,0.06323662462859966,0.13566439184091883,male,75-84
qualifying_event_rate,county,5,0.06491282302954607,0.0,0.152661962795175,male,85+
person_years_exposure,county,5,1851.9348466598353,1662.266378168532,1957.06343031932,female,0-17
person_years_exposure,county,5,1632.5666440920568,1464.5044740179305,1702.9992489488022,female,18-44
person_years_exposure,county,5,1522.723107748597,1365.2200478849484,1593.6813304970042,female,45-64
person_years_exposure,county,5,432.22997443052714,381.08381993476377,467.1495654011294,female,65-74
person_years_exposure,county,5,172.97335113482632,137.06608490812286,200.88984303328394,female,75-84
person_years_exposure,county,5,27.761576677945033,15.70654580848204,37.702632974969426,female,85+
person_years_exposure,county,5,3155.2897518406535,2831.7083298667744,3293.394352913829,female,18-64
