estimand,level,unit,estimate,lower,upper
elders_65_plus,state,3,148.70532999999998,147.21827669999996,150.1923833
elders_65_plus,state,4,833.68316,825.3463284000001,842.0199916
elders_65_plus,state,5,919.706255,910.50919245,928.9033175500001
households,county,0,1809.9108769999975,1791.8117682299976,1828.0099857699975
households,county,1,3380.554339000004,3346.748795610004,3414.359882390004
households,county,2,2455.9886469999997,2431.4287605299996,2480.5485334699997
households,county,3,839.070661,830.6799543899999,847.46136761
households,county,4,1893.1722560000005,1874.2405334400005,1912.1039785600005
households,county,5,1655.1453839999995,1638.5939301599994,1671.6968378399995
households,county,6,1559.5775680000008,1543.9817923200007,1575.173343680001
households,county,7,1797.113818,1779.14267982,1815.08495618
households,county,8,1287.5576959999999,1274.6821190399999,1300.4332729599998
households,county,9,2072.9934520000033,2052.2635174800034,2093.7233865200033
households,county,10,644.4760549999999,638.0312944499999,650.9208155499998
households,county,11,1491.6584759999992,1476.7418912399992,1506.5750607599991
households,county,12,309.80833500000006,306.71025165000003,312.9064183500001
households,county,13,409.770833,405.67312467,413.86854132999997
households,county,14,173.54999899999999,171.81449901,175.28549898999998
households,county,15,1622.9196429999995,1606.6904465699995,1639.1488394299995
households,county,16,422.08315799999997,417.86232642,426.30398957999995
households,nation,0,23825.351197,23587.09768503,24063.60470897
households,state,0,4966.854475999998,4917.185931239997,5016.523020759998
households,state,1,5599.751315000004,5543.753801850004,5655.748828150005
households,state,2,4592.123177999998,4546.201946219998,4638.044409779998
households,state,3,839.070661,830.6799543899999,847.46136761
households,state,4,3966.165708000004,3926.504050920004,4005.8273650800043
households,state,5,3861.385858999999,3822.7720004099992,3899.999717589999
low_income_household_share,county,0,0.30782256316427425,0.29782256316427425,0.31782256316427426
low_income_household_share,county,1,0.37080920901918585,0.36080920901918584,0.38080920901918586
low_income_household_share,county,2,0.40394231297874106,0.39394231297874105,0.41394231297874107
low_income_household_share,county,3,0.30478789795273276,0.29478789795273275,0.31478789795273276
low_income_household_share,county,4,0.30139750713767466,0.29139750713767465,0.31139750713767467
low_income_household_share,county,5,0.2041385300937608,0.19413853009376078,0.2141385300937608
low_income_household_share,county,6,0.3354462206523196,0.3254462206523196,0.3454462206523196
low_income_household_share,county,7,0.37608036036797177,0.36608036036797176,0.3860803603679718
low_income_household_share,county,8,0.3238035254385159,0.3138035254385159,0.33380352543851594
low_income_household_share,county,9,0.33586648140984937,0.32586648140984936,0.3458664814098494
low_income_household_share,county,10,0.390641362115264,0.380641362115264,0.400641362115264
low_income_household_share,county,11,0.4065249074319921,0.3965249074319921,0.4165249074319921
low_income_household_share,county,12,0.35193467323899497,0.34193467323899496,0.361934673238995
low_income_household_share,county,13,0.2430037766713122,0.2330037766713122,0.2530037766713122
low_income_household_share,county,14,0.25896656051068356,0.24896656051068355,0.26896656051068357
low_income_household_share,county,15,0.24117344480674147,0.23117344480674146,0.2511734448067415
low_income_household_share,county,16,0.4202094695991626,0.4102094695991626,0.4302094695991626
low_income_household_share,nation,0,0.3318812675912308,0.3218812675912308,0.34188126759123083
low_income_household_share,state,0,0.3237120717404047,0.3137120717404047,0.33371207174040474
low_income_household_share,state,1,0.3765123927786811,0.3665123927786811,0.3865123927786811
low_income_household_share,state,2,0.4030874871288899,0.3930874871288899,0.41308748712888993
low_income_household_share,state,3,0.30478789795273276,0.29478789795273275,0.31478789795273276
low_income_household_share,state,4,0.31893612030191193,0.3089361203019119,0.32893612030191194
low_income_household_share,state,5,0.2268750811590312,0.2168750811590312,0.23687508115903122
mean_income_adults,county,0,28121.755859632147,27840.538301035824,28402.97341822847
mean_income_adults,county,1,21369.23282250802,21155.54049428294,21582.9251507331
mean_income_adults,county,2,21343.776748271954,21130.338980789234,21557.214515754673
mean_income_adults,county,3,27578.314377515206,27302.531233740054,27854.097521290358
mean_income_adults,county,4,23898.821684269536,23659.83346742684,24137.809901112232
mean_income_adults,county,5,27678.47792574216,27401.69314648474,27955.262704999583
mean_income_adults,county,6,24413.591793718628,24169.45587578144,24657.727711655814
mean_income_adults,county,7,21417.75158323632,21203.57406740396,21631.929099068682
mean_income_adults,county,8,26596.179014945643,26330.217224796186,26862.1408050951
mean_income_adults,county,9,24694.32580667119,24447.382548604477,24941.269064737902
mean_income_adults,county,10,28649.20972258359,28362.717625357753,28935.701819809427
mean_income_adults,county,11,23788.469538377056,23550.584842993285,24026.354233760827
mean_income_adults,county,12,27701.578453389106,27424.562668855215,27978.594237922996
mean_income_adults,county,13,22126.174303227534,21904.91256019526,22347.43604625981
mean_income_adults,county,14,26672.37077203807,26405.64706431769,26939.09447975845
mean_income_adults,county,15,22187.576668667014,21965.700901980344,22409.452435353684
mean_income_adults,county,16,22006.14909353482,21786.08760259947,22226.21058447017
mean_income_adults,nation,0,24149.96080827222,23908.461200189497,24391.46041635494
mean_income_adults,state,0,26479.777373055305,26214.979599324754,26744.575146785857
mean_income_adults,state,1,21437.027595855998,21222.657319897437,21651.39787181456
mean_income_adults,state,2,22902.59232900414,22673.566405714097,23131.61825229418
mean_income_adults,state,3,27578.314377515206,27302.531233740054,27854.097521290358
mean_income_adults,state,4,24303.592623003897,24060.556696773856,24546.628549233938
mean_income_adults,state,5,24822.491043376987,24574.266132943216,25070.71595381076
median_household_income,county,0,35119.18156614384,34767.9897504824,35470.37338180528
median_household_income,county,1,23954.413043920395,23714.86891348119,24193.9571743596
median_household_income,county,2,21018.5458788431,20808.36042005467,21228.73133763153
median_household_income,county,3,30154.18,29852.6382,30455.7218
median_household_income,county,4,33287.702640227755,32954.82561382548,33620.57966663003
median_household_income,county,5,39652.490205731985,39255.96530367467,40049.0151077893
median_household_income,county,6,29750.40208472881,29452.89806388152,30047.906105576098
median_household_income,county,7,26574.36043952093,26308.616835125722,26840.104043916137
median_household_income,county,8,29471.758320359953,29177.040737156352,29766.475903563554
median_household_income,county,9,21167.430811537513,20955.756503422137,21379.10511965289
median_household_income,county,10,21098.829917827752,20887.841618649476,21309.818217006028
median_household_income,county,11,18968.71834590158,18779.031162442563,19158.405529360596
median_household_income,county,12,30092.605000000003,29791.67895,30393.531050000005
median_household_income,county,13,24404.766227336353,24160.71856506299,24648.813889609715
median_household_income,county,14,26026.17,25765.9083,26286.431699999997
median_household_income,county,15,21757.98704338358,21540.407172949745,21975.566913817413
median_household_income,county,16,13532.468387027346,13397.143703157073,13667.793070897618
median_household_income,nation,0,24757.79,24510.2121,25005.3679
median_household_income,state,0,30092.605000000003,29791.67895,30393.531050000005
median_household_income,state,1,23148.34,22916.8566,23379.8234
median_household_income,state,2,20372.93,20169.2007,20576.6593
median_household_income,state,3,30154.18,29852.6382,30455.7218
median_household_income,state,4,25611.059999999998,25354.949399999998,25867.170599999998
median_household_income,state,5,26026.17,25765.9083,26286.431699999997
persons,county,0,3769.27117099999,3731.57845928999,3806.96388270999
persons,county,1,6204.216586000009,6142.174420140009,6266.2587518600085
persons,county,2,4851.904408999993,4803.385364909994,4900.423453089993
persons,county,3,1658.2881590000018,1641.7052774100018,1674.8710405900017
persons,county,4,3910.7815640000063,3871.6737483600064,3949.889379640006
persons,county,5,3174.872576000001,3143.123850240001,3206.621301760001
persons,county,6,3537.9944350000073,3502.614490650007,3573.3743793500075
persons,county,7,2947.7153300000014,2918.2381767000015,2977.192483300001
persons,county,8,2895.1924330000006,2866.2405086700005,2924.1443573300007
persons,county,9,4051.2830519999957,4010.7702214799956,4091.7958825199958
persons,county,10,964.0312489999999,954.3909365099998,973.6715614899999
persons,county,11,2283.9569909999996,2261.1174210899994,2306.7965609099997
persons,county,12,641.7458359999998,635.3283776399999,648.1632943599998
persons,county,13,699.0208319999998,692.0306236799998,706.0110403199998
persons,county,14,520.6499969999999,515.4434970299999,525.8564969699999
persons,county,15,3091.4677200000033,3060.5530428000034,3122.382397200003
persons,county,16,838.8958369999997,830.5068786299997,847.2847953699996
persons,nation,0,46041.28817700001,45580.87529523001,46501.701058770006
persons,state,0,10844.203874999997,10735.761836249998,10952.645913749997
persons,state,1,9990.82775300001,9890.919475470011,10090.73603053001
persons,state,2,8099.892648999992,8018.893722509993,8180.891575489992
persons,state,3,1658.2881590000018,1641.7052774100018,1674.8710405900017
persons,state,4,7962.0646160000015,7882.443969840001,8041.685262160002
persons,state,5,7486.011125000004,7411.151013750004,7560.871236250004
tertiary_share_25_plus,county,0,0.5067640253133175,0.49676402531331754,0.5167640253133176
tertiary_share_25_plus,county,1,0.46205188876788233,0.4520518887678823,0.47205188876788234
tertiary_share_25_plus,county,2,0.3449899392628401,0.3349899392628401,0.3549899392628401
tertiary_share_25_plus,county,3,0.4987948729555288,0.4887948729555288,0.5087948729555288
tertiary_share_25_plus,county,4,0.5177936039704369,0.5077936039704369,0.527793603970437
tertiary_share_25_plus,county,5,0.3801190904354224,0.3701190904354224,0.3901190904354224
tertiary_share_25_plus,county,6,0.5267192443334033,0.5167192443334033,0.5367192443334033
tertiary_share_25_plus,county,7,0.42118778540214097,0.41118778540214096,0.431187785402141
tertiary_share_25_plus,county,8,0.5011656392173149,0.49116563921731493,0.511165639217315
tertiary_share_25_plus,county,9,0.3642061685310267,0.3542061685310267,0.37420616853102673
tertiary_share_25_plus,county,10,0.28126768649739436,0.27126768649739436,0.2912676864973944
tertiary_share_25_plus,county,11,0.3770297372791628,0.36702973727916277,0.3870297372791628
tertiary_share_25_plus,county,12,0.6380065723695818,0.6280065723695818,0.6480065723695818
tertiary_share_25_plus,county,13,0.45348837128808445,0.44348837128808444,0.46348837128808446
tertiary_share_25_plus,county,14,0.7647058852239865,0.7547058852239865,0.7747058852239865
tertiary_share_25_plus,county,15,0.4033828468194141,0.3933828468194141,0.4133828468194141
tertiary_share_25_plus,county,16,0.38822955214611105,0.37822955214611104,0.39822955214611105
tertiary_share_25_plus,nation,0,0.4424449762598184,0.43244497625981837,0.4524449762598184
tertiary_share_25_plus,state,0,0.5195466517243782,0.5095466517243782,0.5295466517243782
tertiary_share_25_plus,state,1,0.4437966451267585,0.4337966451267585,0.4537966451267585
tertiary_share_25_plus,state,2,0.3464402396873146,0.33644023968731457,0.3564402396873146
tertiary_share_25_plus,state,3,0.4987948729555288,0.4887948729555288,0.5087948729555288
tertiary_share_25_plus,state,4,0.4396447563781373,0.4296447563781373,0.44964475637813733
tertiary_share_25_plus,state,5,0.4233251337880269,0.4133251337880269,0.4333251337880269
