estimand,level,unit,sex,age_band,estimate,lower,upper
low_income_household_share,county,10,,,0.2812402094670997,0.018364769242093182,0.5441156496921062
low_income_household_share,county,11,,,0.3422807419112283,0.0719973752000187,0.6125641086224379
low_income_household_share,county,12,,,0.32266053030118835,0.1709694179190195,0.47435164268335717
low_income_household_share,county,13,,,0.29867384765140775,0.14422741817273774,0.45312027713007774
low_income_household_share,county,14,,,0.2676444413789008,0.11809277517735262,0.417196107580449
low_income_household_share,county,15,,,0.29387587344794,0.14020968723348495,0.447542059662395
low_income_household_share,county,16,,,0.38487830658152955,0.2534264996670216,0.5163301134960375
low_income_household_share,nation,0,,,0.3357716440041416,0.2587844705662499,0.4127588174420333
low_income_household_share,state,0,,,0.3411350797198133,0.22310183004040418,0.45916832939922236
low_income_household_share,state,1,,,0.36967718602619115,0.27221504626315096,0.46713932578923134
low_income_household_share,state,2,,,0.33839563620894236,0.0982142276101109,0.5785770448077738
low_income_household_share,state,3,,,0.3342054037793396,0.15541370361284845,0.5129971039458308
low_income_household_share,state,4,,,0.3451536352296277,0.21210984693344392,0.4781974235258115
low_income_household_share,state,5,,,0.2697707922452055,0.14994520340998857,0.38959638108042244
mean_income_adults,county,0,,,32636.272352231423,22761.61275777871,42510.93194668414
mean_income_adults,county,1,,,25577.53983128175,16620.647276116266,34534.43238644723
mean_income_adults,county,2,,,29070.0152309068,12979.42074553314,45160.60971628046
mean_income_adults,county,3,,,29510.746049620357,15046.522165050308,43974.969934190405
mean_income_adults,county,4,,,26769.922740928247,18048.498822462247,35491.34665939424
mean_income_adults,county,5,,,28716.552695824223,16195.110848937431,41237.994542711014
mean_income_adults,county,6,,,27445.386639114837,19001.89091507246,35888.882363157216
mean_income_adults,county,7,,,25646.403292825675,16645.96442035961,34646.84216529174
mean_income_adults,county,8,,,30541.37365996906,21243.981008107017,39838.7663118311
mean_income_adults,county,9,,,27463.710195923686,18607.979500280053,36319.44089156732
mean_income_adults,county,10,,,43642.05061531693,22829.992245580994,64454.10898505287
mean_income_adults,county,11,,,32153.991677182396,14838.516574649588,49469.46677971521
mean_income_adults,county,12,,,25855.19011007462,17869.956800111795,33840.42342003745
mean_income_adults,county,13,,,21835.131183689235,11298.865424934405,32371.396942444066
mean_income_adults,county,14,,,25316.769200649796,13748.948838841472,36884.58956245812
mean_income_adults,county,15,,,22076.996907312943,11467.892150749305,32686.10166387658
mean_income_adults,county,16,,,28034.32011210121,18385.095657442194,37683.544566760225
mean_income_adults,nation,0,,,28082.28437319288,21530.97891391456,34633.5898324712
mean_income_adults,state,0,,,29842.90976602062,22375.207924298855,37310.61160774239
mean_income_adults,state,1,,,25805.53934975614,18151.97437787043,33459.104321641855
mean_income_adults,state,2,,,31840.640098156913,16305.232457730966,47376.047738582856
mean_income_adults,state,3,,,29510.746049620357,16277.858780562734,42743.63331867798
mean_income_adults,state,4,,,27115.29434535169,19704.450463178106,34526.13822752527
mean_income_adults,state,5,,,24936.919544052264,14725.189758844259,35148.64932926027
median_household_income,county,0,,,37457.202152196456,25070.871228075648,49843.53307631727
median_household_income,county,1,,,26989.077285568477,18977.873683119255,35000.280888017696
median_household_income,county,2,,,31356.173632814174,2674.737538270656,60037.60972735769
median_household_income,county,3,,,33326.53024596153,17607.930118168057,49045.130373755
median_household_income,county,4,,,30003.367737020093,20055.03940499516,39951.69606904502
median_household_income,county,5,,,33687.38174896969,22165.166587901265,45209.59691003811
median_household_income,county,6,,,30181.832693951234,19734.659476202436,40629.005911700035
median_household_income,county,7,,,26409.840579416337,18568.043077829057,34251.63808100361
median_household_income,county,8,,,32096.83001179084,21421.096547750374,42772.56347583131
median_household_income,county,9,,,26113.443704530855,17454.91196470944,34771.97544435227
median_household_income,county,10,,,47722.213919123846,12206.456156867622,83237.97168138006
median_household_income,county,11,,,28664.446029158724,1107.0528896256073,56221.83916869184
median_household_income,county,12,,,35611.51640293789,23644.04882793386,47578.98397794191
median_household_income,county,13,,,24290.99592701777,15948.011521495244,32633.980332540297
median_household_income,county,14,,,26390.916990115424,17337.432424795086,35444.40155543576
median_household_income,county,15,,,18894.814755019175,12377.607352441366,25412.022157596984
median_household_income,county,16,,,25088.639215208375,17633.24604398679,32544.03238642996
median_household_income,nation,0,,,29493.592849656518,19962.08529205196,39025.100407261074
median_household_income,state,0,,,33492.02609925398,23714.26685968923,43269.78533881872
median_household_income,state,1,,,26725.398032414443,20144.89910218312,33305.89696264577
median_household_income,state,2,,,31851.600707158577,4038.762703944325,59664.43871037283
median_household_income,state,3,,,33326.53024596153,18791.431979346322,47861.62851257673
median_household_income,state,4,,,28427.928993837388,20243.801088982116,36612.05689869266
median_household_income,state,5,,,26390.916990115424,18463.823850127286,34318.01013010356
persons,county,0,,,3994.2776415628414,2976.9377719365316,5011.617511189152
persons,county,1,,,6899.793106450786,5188.571447469467,8611.014765432104
persons,county,2,,,6212.90140480908,4511.639314564101,7914.163495054059
persons,county,3,,,2634.2545967904234,1930.4765481265551,3338.032645454292
persons,county,4,,,4410.34680334305,3194.581536828249,5626.112069857851
persons,county,5,,,3653.3767386407494,2696.92713169247,4609.826345589028
persons,county,6,,,4675.816677517789,3484.8892668630697,5866.744088172508
persons,county,7,,,3567.4398753173705,2682.6770588715726,4452.202691763168
persons,county,8,,,3748.9719247209014,2794.111258691696,4703.832590750107
persons,county,9,,,4371.811870882898,3166.6692230694284,5576.954518696368
persons,county,10,,,1385.1319956188584,1005.8450247508326,1764.418966486884
persons,county,11,,,2767.204275410611,2009.468167434411,3524.940383386811
persons,county,12,,,643.3773814510178,479.5095885477193,807.2451743543162
persons,county,13,,,1632.9452857804442,1205.4421870078181,2060.4483845530704
persons,county,14,,,536.7136771122986,396.20268625598374,677.2246679686134
persons,county,15,,,3128.4915010424847,2309.456213806712,3947.5267882782573
persons,county,16,,,960.5511035933827,722.3242716191521,1198.7779355676132
persons,nation,0,,,55223.40586004499,52729.82731996237,57716.984400127614
persons,state,0,,,13062.443625252548,12078.202954825478,14046.684295679619
persons,state,1,,,11427.78408536154,10877.948670431462,11977.619500291617
persons,state,2,,,10365.237675838549,9062.879494942557,11667.59585673454
persons,state,3,,,2634.2545967904234,2343.5026089334065,2925.0065846474404
persons,state,4,,,8782.15867422595,7644.020993329625,9920.296355122275
persons,state,5,,,8951.527202575977,8086.219168682061,9816.835236469893
tertiary_share_25_plus,county,0,,,0.5432324640085302,0.515608046033955,0.5708568819831054
tertiary_share_25_plus,county,1,,,0.42331322931779325,0.3993487557068587,0.4472777029287278
tertiary_share_25_plus,county,2,,,0.43815866493032385,0.4130587645195386,0.4632585653411091
tertiary_share_25_plus,county,3,,,0.4501727740218403,0.4208441726286986,0.479501375414982
tertiary_share_25_plus,county,4,,,0.4681612685744994,0.44162849615718086,0.49469404099181796
tertiary_share_25_plus,county,5,,,0.4480151520351104,0.4203726396828355,0.47565766438738527
tertiary_share_25_plus,county,6,,,0.48980578764924243,0.4634920161243442,0.5161195591741407
tertiary_share_25_plus,county,7,,,0.41573259506314436,0.3887756420660574,0.4426895480602313
tertiary_share_25_plus,county,8,,,0.49602682113859986,0.46853085572207104,0.5235227865551287
tertiary_share_25_plus,county,9,,,0.45784391534695856,0.4313671008708507,0.48432072982306645
tertiary_share_25_plus,county,10,,,0.40371233710291937,0.3671552793218107,0.44026939488402805
tertiary_share_25_plus,county,11,,,0.4387423098895236,0.4089305201257047,0.46855409965334255
tertiary_share_25_plus,county,12,,,0.46936737651170357,0.41964735679603477,0.5190873962273723
tertiary_share_25_plus,county,13,,,0.39621339126122196,0.3621020510204304,0.4303247315020135
tertiary_share_25_plus,county,14,,,0.42438330571246,0.37161232146132384,0.4771542899635962
tertiary_share_25_plus,county,15,,,0.4183142947614812,0.38950130186850085,0.4471272876544615
tertiary_share_25_plus,county,16,,,0.42132959135116765,0.3803126180777041,0.4623465646246312
tertiary_share_25_plus,nation,0,,,0.453199083419387,0.43255921504248174,0.4738389517962923
tertiary_share_25_plus,state,0,,,0.5069215627457458,0.4844293700717576,0.529413755419734
tertiary_share_25_plus,state,1,,,0.4207800310755125,0.3983209250784592,0.4432391370725658
tertiary_share_25_plus,state,2,,,0.43371133362731384,0.4106002637012605,0.4568224035533672
tertiary_share_25_plus,state,3,,,0.4501727740218403,0.4208441726286986,0.479501375414982
tertiary_share_25_plus,state,4,,,0.46302522754068937,0.4395461487413522,0.4865043063400265
tertiary_share_25_plus,state,5,,,0.4267682908640777,0.40337335117841083,0.45016323054974455
person_years_exposure,county,0,male,0-17,2596.4903667238304,2367.9688021606307,2782.148570069276
person_years_exposure,county,0,male,18-44,3892.504882641392,3582.453680123306,4157.441510650971
person_years_exposure,county,0,male,45-64,2448.416546754455,2229.6746590011267,2622.4489802052613
person_years_exposure,county,0,male,65-74,782.4445833658355,699.6247413671152,848.2800405306441
person_years_exposure,county,0,male,75-84,210.75353633066837,178.2769690587224,239.05111273551748
person_years_exposure,county,0,male,85+,19.530550454108905,13.211848195885707,25.7390626966993
person_years_exposure,county,0,male,18-64,6340.921429395847,5815.021130373979,6765.247157319343
person_years_exposure,county,0,male,65+,1012.7286701506127,902.0508986798956,1101.4754202155525
mortality_rate,county,0,male,0-17,0.016696215420471453,0.011455536837822319,0.023361041932173157
mortality_rate,county,0,male,18-44,0.01528189817988989,0.010973825956756148,0.02132041641964113
mortality_rate,county,0,male,45-64,0.031700574414262,0.023221942426829734,0.043526801798306015
mortality_rate,county,0,male,65-74,0.03962940399767859,0.025490322732694613,0.0576099048629954
mortality_rate,county,0,male,75-84,0.11114668933311062,0.07074013256230699,0.16822927816476427
mortality_rate,county,0,male,85+,0.032794369905995394,0.0,0.12420558908213351
qualifying_event_rate,county,0,male,0-17,0.010864650722003039,0.003795641095284441,0.022227952926031906
qualifying_event_rate,county,0,male,18-44,0.012133569999968884,0.004767226246108467,0.024168441364411035
qualifying_event_rate,county,0,male,45-64,0.01565405068412723,0.005959351858145269,0.03053163546081678
qualifying_event_rate,county,0,male,65-74,0.02991686988707584,0.011286647102991088,0.05956052926845854
qualifying_event_rate,county,0,male,75-84,0.037110959808741996,0.009462854393064189,0.07778098198124136
qualifying_event_rate,county,0,male,85+,0.017412924874145592,0.0,0.0770305348061495
person_years_exposure,county,0,female,0-17,2659.0258975920688,2415.3046900663185,2852.7422792868456
person_years_exposure,county,0,female,18-44,4093.92584754083,3758.0849420522263,4360.414800939006
person_years_exposure,county,0,female,45-64,2441.2268274724734,2223.404011812873,2615.524825388273
person_years_exposure,county,0,female,65-74,606.9528568164652,539.6378323323044,664.195991935932
person_years_exposure,county,0,female,75-84,148.3726414600339,121.87208788063599,171.18771259115402
person_years_exposure,county,0,female,85+,16.556219403057884,10.992138820554018,21.743664799418994
person_years_exposure,county,0,female,18-64,6535.152675013303,5994.111812386311,6971.217903559562
person_years_exposure,county,0,female,65+,771.8817176795569,686.1644897278796,845.3043089275241
mortality_rate,county,0,female,0-17,0.011660791902902633,0.0075267463748727075,0.016845626581438847
mortality_rate,county,0,female,18-44,0.010012570862970714,0.00696719411345795,0.014077334713436295
mortality_rate,county,0,female,45-64,0.02425978288704014,0.017853884091591405,0.03317907139253001
mortality_rate,county,0,female,65-74,0.0608678863457441,0.041492046023752574,0.08813809697111173
mortality_rate,county,0,female,75-84,0.1074428482460093,0.061344772330648834,0.17077844815223608
mortality_rate,county,0,female,85+,0.041068374486116485,0.0,0.16553115270880706
qualifying_event_rate,county,0,female,0-17,0.011367715827297011,0.004064006011788784,0.02288282548422709
qualifying_event_rate,county,0,female,18-44,0.013257541207690057,0.004930059068311545,0.026521079294489255
qualifying_event_rate,county,0,female,45-64,0.02399516343976869,0.00945272221678186,0.046236159063124914
qualifying_event_rate,county,0,female,65-74,0.02872965834626472,0.009924423809093133,0.05745671999815237
qualifying_event_rate,county,0,female,75-84,0.03767935333333508,0.006842532169685614,0.08156712683787552
qualifying_event_rate,county,0,female,85+,0.015748278074375115,0.0,0.07726700608220717
person_years_exposure,county,1,male,0-17,4331.994892882709,4168.2730135662505,4481.1714896680605
person_years_exposure,county,1,male,18-44,5254.802236017658,5070.73825530606,5428.697316547757
person_years_exposure,county,1,male,45-64,4942.0837735714495,4707.041627815875,5132.966635310492
person_years_exposure,county,1,male,65-74,1233.3639780802664,1122.6914155917304,1313.664435196995
person_years_exposure,county,1,male,75-84,378.94353018431144,322.0260224388911,421.9809690684928
person_years_exposure,county,1,male,85+,38.981179480867006,25.392710226703176,55.01534500056657
person_years_exposure,county,1,male,18-64,10196.886009589107,9798.300075187803,10544.18071027566
person_years_exposure,county,1,male,65+,1651.2886877454448,1486.7717312628188,1770.7593874131267
mortality_rate,county,1,male,0-17,0.022604563020926744,0.01693740264909642,0.03110412582553459
mortality_rate,county,1,male,18-44,0.02937946926395637,0.022736241272638857,0.040195277287172135
mortality_rate,county,1,male,45-64,0.0467646354620032,0.03683363524900717,0.0629842908746268
mortality_rate,county,1,male,65-74,0.07699344166659293,0.05689341372239262,0.10824923765938348
mortality_rate,county,1,male,75-84,0.1292155650883696,0.0916822066934008,0.1905837671636358
mortality_rate,county,1,male,85+,0.05754988061963726,0.0,0.14145974825950705
qualifying_event_rate,county,1,male,0-17,0.015524701979218356,0.0060927133117560164,0.030579463551215113
qualifying_event_rate,county,1,male,18-44,0.024735186937026192,0.010102415892305839,0.0475584992095511
qualifying_event_rate,county,1,male,45-64,0.03304112185647863,0.01379960343662822,0.06368212048979187
qualifying_event_rate,county,1,male,65-74,0.047379147832032086,0.01903915674247484,0.08892735495211636
qualifying_event_rate,county,1,male,75-84,0.049296004603276364,0.017397715702871117,0.09570156089481381
qualifying_event_rate,county,1,male,85+,0.022164183962423093,0.0,0.07239741980983741
person_years_exposure,county,1,female,0-17,4188.3688782234585,4013.520686501328,4343.902899020078
person_years_exposure,county,1,female,18-44,5357.50114465524,5145.73587054053,5553.5330098709965
person_years_exposure,county,1,female,45-64,4826.039015161054,4581.442608632688,5015.90691451566
person_years_exposure,county,1,female,65-74,1370.369357746088,1236.4983990256114,1467.1001720049026
person_years_exposure,county,1,female,75-84,370.79549863390747,300.40717550656814,421.96950382499847
person_years_exposure,county,1,female,85+,21.941681441137963,15.95744186467996,27.262360657267877
person_years_exposure,county,1,female,18-64,10183.540159816293,9749.842541950165,10561.097921869878
person_years_exposure,county,1,female,65+,1763.1065378211335,1560.8468841764898,1896.0240868587048
mortality_rate,county,1,female,0-17,0.03426749326927184,0.026469213509413374,0.04692921444430127
mortality_rate,county,1,female,18-44,0.034080884721490755,0.026752428362990258,0.046043585943576625
mortality_rate,county,1,female,45-64,0.04861667628989736,0.038417295738491904,0.06572943124357847
mortality_rate,county,1,female,65-74,0.08845699104026543,0.06696750898844117,0.12366163892647254
mortality_rate,county,1,female,75-84,0.1757450344109418,0.12813692118312525,0.25900403404759714
mortality_rate,county,1,female,85+,0.014019789993997741,0.0,0.06256298279276835
qualifying_event_rate,county,1,female,0-17,0.020921498481329542,0.008135562820803847,0.04098196516400889
qualifying_event_rate,county,1,female,18-44,0.017812350370695253,0.0070809708484266005,0.0343667036587829
qualifying_event_rate,county,1,female,45-64,0.029753044892024804,0.01221533769409017,0.05676938093904702
qualifying_event_rate,county,1,female,65-74,0.052752173037153925,0.022156913478097756,0.09926435493851254
qualifying_event_rate,county,1,female,75-84,0.06262609588625451,0.02442158951527787,0.11758775478411009
qualifying_event_rate,county,1,female,85+,0.023138836431878286,0.0,0.0820802527019105
person_years_exposure,county,2,male,0-17,3673.0474992827435,3219.6382906859108,4136.758337306643
person_years_exposure,county,2,male,18-44,4997.242535931964,4384.6829899263175,5617.830775033286
person_years_exposure,county,2,male,45-64,4291.330070297388,3771.718139026037,4810.395754801583
person_years_exposure,county,2,male,65-74,1279.0652555201088,1103.8146727941585,1461.0179238224705
person_years_exposure,county,2,male,75-84,420.15162075672544,356.16161574475285,484.14557062866965
person_years_exposure,county,2,male,85+,49.91688593582018,37.82788337704771,63.730065359140596
person_years_exposure,county,2,male,18-64,9288.572606229352,8159.269430290763,10414.53404752298
person_years_exposure,county,2,male,65+,1749.1337622126543,1508.725286934524,2000.348389411092
mortality_rate,county,2,male,0-17,0.011463493744492077,0.007881709695754385,0.01600075532450761
mortality_rate,county,2,male,18-44,0.02011040715127264,0.015155842328821653,0.027522575352040096
mortality_rate,county,2,male,45-64,0.02689390996280369,0.020392046193224874,0.0365884681852882
mortality_rate,county,2,male,65-74,0.07607216997828949,0.05710552953339921,0.10584767184450462
mortality_rate,county,2,male,75-84,0.05674658648183855,0.035806918751622986,0.08498951478428184
mortality_rate,county,2,male,85+,0.028440969979934706,0.0,0.07868882538921736
qualifying_event_rate,county,2,male,0-17,0.01634119152229064,0.006106685064885781,0.03245281130309563
qualifying_event_rate,county,2,male,18-44,0.021203392737468806,0.008501354836862441,0.04158566678391766
qualifying_event_rate,county,2,male,45-64,0.027604486021111572,0.010968748434056682,0.0530995770082791
qualifying_event_rate,county,2,male,65-74,0.04203089222714392,0.016743453122948924,0.080261542714698
qualifying_event_rate,county,2,male,75-84,0.05272451041159387,0.01974780054977815,0.09876212756873369
qualifying_event_rate,county,2,male,85+,0.02216896085422085,0.0,0.06708447151486543
person_years_exposure,county,2,female,0-17,3951.408105787679,3461.307704256546,4452.285505130908
person_years_exposure,county,2,female,18-44,5213.55432879347,4575.577954103843,5867.739716947904
person_years_exposure,county,2,female,45-64,4160.760323500105,3655.7911838617006,4670.103265222532
person_years_exposure,county,2,female,65-74,1078.6408442649104,933.8062488139901,1226.596910212529
person_years_exposure,county,2,female,75-84,468.24867106546367,397.70897208152616,539.8699528850364
person_years_exposure,county,2,female,85+,36.445719906165195,27.389938998046883,45.11051773498825
person_years_exposure,county,2,female,18-64,9374.314652293575,8226.854864319565,10528.254561917223
person_years_exposure,county,2,female,65+,1583.3352352365391,1366.9740741056364,1803.6767261984962
mortality_rate,county,2,female,0-17,0.017623884522139997,0.01288736940251896,0.024380159209219206
mortality_rate,county,2,female,18-44,0.010301985469082023,0.0072321792886371385,0.01419792142021055
mortality_rate,county,2,female,45-64,0.02162115628498247,0.01622774314134497,0.02938347004767336
mortality_rate,county,2,female,65-74,0.0465284624319994,0.0332288903306615,0.06468192955953836
mortality_rate,county,2,female,75-84,0.0698885111495152,0.04616537840790863,0.10127784953806515
mortality_rate,county,2,female,85+,0.025910345021352567,0.0,0.08295561464845976
qualifying_event_rate,county,2,female,0-17,0.013581738648785292,0.0050984592733564135,0.026854027930540886
qualifying_event_rate,county,2,female,18-44,0.015575386747488287,0.006189499851006374,0.030327864822138517
qualifying_event_rate,county,2,female,45-64,0.030599430063817944,0.012798204096460916,0.058250753496051494
qualifying_event_rate,county,2,female,65-74,0.05538009032840894,0.022961835253247184,0.10322449692911287
qualifying_event_rate,county,2,female,75-84,0.05490214781365108,0.02239452229891471,0.10128989102617829
qualifying_event_rate,county,2,female,85+,0.019465561939925397,0.0,0.06579759886017628
person_years_exposure,county,3,male,0-17,1935.7401530161235,1741.233493157035,2158.600090623488
person_years_exposure,county,3,male,18-44,2392.0335281764,2162.976649473735,2664.2089477903673
person_years_exposure,county,3,male,45-64,1777.2732436976955,1601.8035667444751,1984.8972573225515
person_years_exposure,county,3,male,65-74,508.02644771660346,447.66024069421655,572.9510812296345
person_years_exposure,county,3,male,75-84,119.4071852398007,95.49240769735505,142.8256978021412
person_years_exposure,county,3,male,85+,7.680359801668712,4.936465017908499,10.57696099335062
person_years_exposure,county,3,male,18-64,4169.306771874096,3769.554884900238,4653.435303690884
person_years_exposure,county,3,male,65+,635.1139927580729,557.123027932205,719.4509698556218
mortality_rate,county,3,male,0-17,0.0102817684492616,0.006135820199074716,0.015323754246129202
mortality_rate,county,3,male,18-44,0.017361911088746813,0.011642694170369363,0.02458702688774895
mortality_rate,county,3,male,45-64,0.028119796816398108,0.019587522514805857,0.03948899556068859
mortality_rate,county,3,male,65-74,0.04455153812605985,0.02712840285148415,0.06665704927158855
mortality_rate,county,3,male,75-84,0.053522046939419456,0.020380988248127545,0.0968980374357206
mortality_rate,county,3,male,85+,0.017392638655866367,0.0,0.1633531510434915
qualifying_event_rate,county,3,male,0-17,0.02208003531409104,0.008204850302608478,0.04350554549828946
qualifying_event_rate,county,3,male,18-44,0.024198163421090373,0.00920505101198452,0.046579076895326775
qualifying_event_rate,county,3,male,45-64,0.036831131401500024,0.014656495629590675,0.07045454347129142
qualifying_event_rate,county,3,male,65-74,0.05096946426967524,0.01848824860964888,0.09832330319950436
qualifying_event_rate,county,3,male,75-84,0.022783537743954984,0.0,0.05456661770259807
qualifying_event_rate,county,3,male,85+,0.021180764201428098,0.0,0.13076147413118863
person_years_exposure,county,3,female,0-17,1663.8843664772337,1501.1171589925636,1853.208059155339
person_years_exposure,county,3,female,18-44,2323.1011956764087,2098.68292309817,2592.2987887567406
person_years_exposure,county,3,female,45-64,1629.3394763200008,1467.428022409381,1821.5833519976695
person_years_exposure,county,3,female,65-74,478.88627752672187,420.92331899222654,541.3429042304645
person_years_exposure,county,3,female,75-84,158.74977406868615,126.58966125347752,194.0864042005651
person_years_exposure,county,3,female,85+,16.748348838645352,4.5082807422997,41.70230683773321
person_years_exposure,county,3,female,18-64,3952.4406719964095,3566.8227032496015,4408.960452911446
person_years_exposure,county,3,female,65+,654.3844004340534,564.123172841302,753.7546460312097
mortality_rate,county,3,female,0-17,0.011974873428064404,0.0069768748786626636,0.018087466437954763
mortality_rate,county,3,female,18-44,0.0133982490040376,0.008604649836002395,0.019493418720206813
mortality_rate,county,3,female,45-64,0.05465992299753792,0.04058472053252484,0.07503867301443637
mortality_rate,county,3,female,65-74,0.04710840834490434,0.0282405553327894,0.072215320927623
mortality_rate,county,3,female,75-84,0.1675880634547916,0.10865090065236158,0.2546609237009247
