estimand,level,unit,estimate,lower,upper,sex,age_band
households,county,12,863.045301889089,634.3354618802676,1091.7551418979106,,
households,county,13,1372.9686932682635,1009.127479502107,1736.80990703442,,
households,county,14,506.2411329854245,373.28021599527415,639.2020499755748,,
households,county,15,782.462959013061,576.9541890565936,987.9717289695284,,
households,county,16,529.7215355919051,390.59364468668673,668.8494264971234,,
households,county,17,1461.9010035906504,1076.0913026617332,1847.7107045195676,,
households,nation,0,28371.570634924694,26834.699056490637,29908.44221335875,,
households,state,0,3259.2623044724933,2924.350475273786,3594.1741336712007,,
households,state,1,7486.620232133692,6700.259765149806,8272.98069911758,,
households,state,2,6567.619292336786,5917.880091370498,7217.358493303074,,
households,state,3,2366.0643651930923,2164.1177001458336,2568.011030240351,,
households,state,4,4559.107804190662,4056.608594209068,5061.607014172256,,
households,state,5,4132.896636597966,3710.329890782362,4555.46338241357,,
low_income_household_share,county,0,0.24977472732849432,0.07932137192950281,0.4202280827274858,,
low_income_household_share,county,1,0.31408286196920904,0.1330152775811368,0.4951504463572813,,
low_income_household_share,county,2,0.2856056755072418,0.1287989412995875,0.44241240971489615,,
low_income_household_share,county,3,0.47608435613466804,0.26991452061929344,0.6822541916500426,,
low_income_household_share,county,4,0.29468065405593447,0.14091349118427332,0.4484478169275956,,
low_income_household_share,county,5,0.2456849156595265,0.0,0.4960120293134579,,
low_income_household_share,county,6,0.30928196287037735,0.1366669048193749,0.48189702092137976,,
low_income_household_share,county,7,0.38623599323905683,0.22362530777872486,0.5488466786993889,,
low_income_household_share,county,8,0.35387889154805735,0.19329287230040032,0.5144649107957144,,
low_income_household_share,county,9,0.35189361925464385,0.1656646177175667,0.538122620791721,,
low_income_household_share,county,10,0.2900872355952475,0.11208488634131705,0.46808958484917795,,
low_income_household_share,county,11,0.35113436950909105,0.08307159882659398,0.6191971401915881,,
low_income_household_share,county,12,0.28314537880627255,0.1059971402201565,0.4602936173923886,,
low_income_household_share,county,13,0.3273834662413148,0.14454472420212325,0.5102222082805064,,
low_income_household_share,county,14,0.38511238724893676,0.22257439872460055,0.5476503757732729,,
low_income_household_share,county,15,0.3373781768381588,0.17776834018974513,0.49698801348657246,,
low_income_household_share,county,16,0.35063767973004156,0.1902464681606327,0.5110288912994504,,
low_income_household_share,county,17,0.3517031032927669,0.08353454922349945,0.6198716573620343,,
low_income_household_share,nation,0,0.30944670233655136,0.23230990388391473,0.386583500789188,,
low_income_household_share,state,0,0.24977472732849432,0.10949277880621056,0.3900566758507781,,
low_income_household_share,state,1,0.31217505052391975,0.16139707391255234,0.4629530271352872,,
low_income_household_share,state,2,0.3268358461323457,0.2024378682047308,0.45123382405996054,,
low_income_household_share,state,3,0.36200990497257385,0.20496398460617987,0.5190558253389679,,
low_income_household_share,state,4,0.29468065405593447,0.17164836573160172,0.41771294238026724,,
low_income_household_share,state,5,0.3143672383228294,0.08060547669246676,0.5481289999531921,,
mean_income_adults,county,0,23603.469505554258,14001.500009633464,33205.43900147505,,
mean_income_adults,county,1,21304.394811912993,11902.933570329049,30705.856053496937,,
mean_income_adults,county,2,24571.096761403933,15721.80811768791,33420.38540511996,,
mean_income_adults,county,3,19788.801838625983,12000.22076464563,27577.382912606336,,
mean_income_adults,county,4,23781.66579804733,12069.75431548611,35493.577280608544,,
mean_income_adults,county,5,20675.577458989537,10033.807661103287,31317.347256875786,,
mean_income_adults,county,6,19745.109556006035,11818.260350379955,27671.958761632115,,
mean_income_adults,county,7,18297.510359204436,11578.611343823994,25016.40937458488,,
mean_income_adults,county,8,21774.309504832487,13996.600194964785,29552.01881470019,,
mean_income_adults,county,9,20937.53379589522,12001.209140194915,29873.858451595523,,
mean_income_adults,county,10,21183.11588717909,11668.934158652299,30697.29761570588,,
mean_income_adults,county,11,18011.465007900046,8206.13231326091,27816.79770253918,,
mean_income_adults,county,12,19849.749786429056,11299.747241733592,28399.75233112452,,
mean_income_adults,county,13,22104.095859985224,12734.688049807432,31473.503670163016,,
mean_income_adults,county,14,18180.73670354544,11720.71327287053,24640.760134220352,,
mean_income_adults,county,15,21666.66494130831,13852.729137448634,29480.600745167987,,
mean_income_adults,county,16,18907.82544305086,11174.969304194332,26640.68158190739,,
mean_income_adults,county,17,22113.482060719965,9769.757965165374,34457.20615627456,,
mean_income_adults,nation,0,21884.870254185225,17084.309422991515,26685.431085378936,,
mean_income_adults,state,0,23603.469505554254,17116.879966270222,30090.059044838286,,
mean_income_adults,state,1,21230.90096720196,14796.414556944768,27665.387377459152,,
mean_income_adults,state,2,22009.52273019338,17123.520117785265,26895.525342601497,,
mean_income_adults,state,3,19758.921133305455,14527.404683901728,24990.437582709183,,
mean_income_adults,state,4,23781.66579804733,15014.750806388682,32548.580789705975,,
mean_income_adults,state,5,20330.004436815292,12285.26039324028,28374.748480390306,,
median_household_income,county,0,41776.79466281822,24771.1686481976,58782.42067743884,,
median_household_income,county,1,29187.24091007393,14065.615282810319,44308.86653733754,,
median_household_income,county,2,34666.690438611826,18656.657961642646,50676.722915581006,,
median_household_income,county,3,33008.72477220927,17111.516866083766,48905.93267833478,,
median_household_income,county,4,33490.85051846859,9036.939703339682,57944.761333597504,,
median_household_income,county,5,31401.020606617265,10137.925787838936,52664.11542539559,,
median_household_income,county,6,26443.480121684028,11828.107341760571,41058.85290160748,,
median_household_income,county,7,22870.16206733807,11745.728598347096,33994.59553632905,,
median_household_income,county,8,21495.138196214877,10951.55776406058,32038.718628369174,,
median_household_income,county,9,24840.793292995117,11747.702111810408,37933.884474179824,,
median_household_income,county,10,31506.384149581503,15345.347798247538,47667.42050091547,,
median_household_income,county,11,23804.240307543052,7327.709308714402,40280.7713063717,,
median_household_income,county,12,31618.758714335665,15752.773871946361,47484.74355672497,,
median_household_income,county,13,29408.92917176528,14403.178653985822,44414.67968954474,,
median_household_income,county,14,21914.044527318954,11195.82638544526,32632.26266919265,,
median_household_income,county,15,27189.16013189695,14468.410775137574,39909.909488656325,,
median_household_income,county,16,22506.92989195602,11179.26425075579,33834.59553315625,,
median_household_income,county,17,31812.25179478242,12653.030587927042,50971.4730016378,,
median_household_income,nation,0,29543.81115916941,23030.940320409,36056.681997929816,,
median_household_income,state,0,41776.79466281822,32229.16787481239,51324.42145082405,,
median_household_income,state,1,29543.81115916941,19543.629909615185,39543.992408723636,,
median_household_income,state,2,26940.607868244657,18559.114070553074,35322.101665936236,,
median_household_income,state,3,25688.13956402455,17470.528866305962,33905.75026174314,,
median_household_income,state,4,33490.85051846859,13422.996727958147,53558.70430897904,,
median_household_income,state,5,28251.882872659262,14279.216634101698,42224.549111216824,,
persons,county,0,6252.861724252689,4527.550355657349,7978.173092848028,,
persons,county,1,6149.522280540987,4482.425761646916,7816.618799435058,,
persons,county,2,6781.486815048511,5033.613169661959,8529.360460435062,,
persons,county,3,1255.6919132188136,939.1323092527101,1572.2515171849172,,
persons,county,4,10068.80909165304,7353.936582340203,12783.681600965876,,
persons,county,5,2961.0454634378607,2191.6041861459753,3730.486740729746,,
persons,county,6,2716.6310710834528,2031.7690862835775,3401.493055883328,,
persons,county,7,2688.2845179161905,1995.400820238045,3381.168215594336,,
persons,county,8,974.9331536102275,723.651980073547,1226.214327146908,,
persons,county,9,1586.3692397369932,1156.3145921402827,2016.4238873337038,,
persons,county,10,3140.3078428215968,2288.9902877020013,3991.625397941192,,
persons,county,11,2635.1904444748416,1950.4240920021707,3319.9567969475124,,
persons,county,12,1653.639309134595,1205.3481720347293,2101.9304462344608,,
persons,county,13,2802.836328010294,2043.0051618981938,3562.667494122394,,
persons,county,14,900.7468058773921,668.5865663757029,1132.9070453790814,,
persons,county,15,1587.2649126749018,1178.1601566271822,1996.3696687226213,,
persons,county,16,1022.0355966152024,758.6141475007497,1285.457045729655,,
persons,county,17,2852.0321480029597,2110.9184819233205,3593.145814082599,,
persons,nation,0,58029.68865811054,54940.784926857596,61118.59238936349,,
persons,state,0,6252.861724252689,5439.041019049374,7066.682429456004,,
persons,state,1,15332.675000244466,13499.315494065942,17166.03450642299,,
persons,state,2,13954.751801742423,12767.644707593823,15141.858895891022,,
persons,state,3,3972.3229843022655,3710.0298725593975,4234.616096045133,,
persons,state,4,10068.80909165304,8898.612239994243,11239.005943311837,,
persons,state,5,8448.268055915662,7677.199161265708,9219.336950565616,,
tertiary_share_25_plus,county,0,0.4476545395135087,0.423449034317162,0.4718600447098554,,
tertiary_share_25_plus,county,1,0.38593200241283976,0.36116553771182597,0.41069846711385355,,
tertiary_share_25_plus,county,2,0.4049179327051879,0.38054294460977095,0.4292929208006048,,
tertiary_share_25_plus,county,3,0.3332513994807561,0.29825265559172487,0.36825014336978734,,
tertiary_share_25_plus,county,4,0.39931304458854094,0.3763509842748538,0.4222751049022281,,
tertiary_share_25_plus,county,5,0.39034351571206194,0.3610995121249665,0.4195875192991574,,
tertiary_share_25_plus,county,6,0.337155041327708,0.30911950712442543,0.3651905755309906,,
tertiary_share_25_plus,county,7,0.36762715963274195,0.338369354921177,0.3968849643443069,,
tertiary_share_25_plus,county,8,0.3715973478154396,0.3306406111226392,0.41255408450824005,,
tertiary_share_25_plus,county,9,0.3615296696158029,0.327195623247008,0.3958637159845978,,
tertiary_share_25_plus,county,10,0.37390336355271525,0.3453235177911732,0.4024832093142573,,
tertiary_share_25_plus,county,11,0.365878801368962,0.335763502429034,0.39599410030889,,
tertiary_share_25_plus,county,12,0.3802371841992192,0.34661531768968434,0.41385905070875406,,
tertiary_share_25_plus,county,13,0.3949045057813935,0.3654655628177933,0.42434344874499375,,
tertiary_share_25_plus,county,14,0.3734692669906889,0.33083418744458737,0.4161043465367904,,
tertiary_share_25_plus,county,15,0.3589046084520976,0.3242882992853874,0.3935209176188078,,
tertiary_share_25_plus,county,16,0.3305663074208555,0.29082283833027855,0.3703097765114325,,
tertiary_share_25_plus,county,17,0.3727751085894616,0.34341013238156604,0.4021400847973572,,
tertiary_share_25_plus,nation,0,0.38866386703698186,0.3681045480187219,0.4092231860552418,,
tertiary_share_25_plus,state,0,0.4476545395135087,0.423449034317162,0.4718600447098554,,
tertiary_share_25_plus,state,1,0.38196965038106223,0.3599649011475233,0.4039743996146012,,
tertiary_share_25_plus,state,2,0.38269710189252887,0.36052151694305934,0.4048726868419984,,
tertiary_share_25_plus,state,3,0.3359210602242855,0.31017306281004664,0.3616690576385243,,
tertiary_share_25_plus,state,4,0.39931304458854094,0.3763509842748538,0.4222751049022281,,
tertiary_share_25_plus,state,5,0.3767815829456915,0.3531596343004938,0.40040353159088915,,
person_years_exposure,county,0,5465.274274522446,4826.696585708049,6269.038896705712,male,0-17
person_years_exposure,county,0,5716.511388652484,5054.746543936939,6529.545876710713,male,18-44
person_years_exposure,county,0,4695.590786142902,4155.23503608726,5362.121713326069,male,45-64
person_years_exposure,county,0,1161.716734026285,971.3348566978558,1359.7238188358037,male,65-74
person_years_exposure,county,0,380.04228420127515,255.76396760148725,479.7264443466828,male,75-84
person_years_exposure,county,0,20.831517644440666,9.690040058077168,31.259392031263214,male,85+
person_years_exposure,county,0,10412.102174795386,9210.203856477918,11878.129534702131,male,18-64
person_years_exposure,county,0,1562.5905358720008,1240.173695896219,1859.1630576087252,male,65+
mortality_rate,county,0,0.02005479962454899,0.007136935845534802,0.04255464221009153,male,0-17
mortality_rate,county,0,0.0013278763561230889,0.00019782783596835222,0.003082910752788073,male,18-44
mortality_rate,county,0,0.010214140875049918,0.0034966829378708744,0.021593919731350004,male,45-64
mortality_rate,county,0,0.05138366584418848,0.018148711127577315,0.11319182914761844,male,65-74
mortality_rate,county,0,0.11804657732387569,0.04238961493410635,0.2857034551287894,male,75-84
mortality_rate,county,0,0.14032626640488813,0.03056287936836417,0.43684281848934153,male,85+
qualifying_event_rate,county,0,0.03666267637569908,0.02557652380938023,0.05019629657696479,male,0-17
qualifying_event_rate,county,0,0.042604877865669875,0.030607999059224823,0.05813487686906936,male,18-44
qualifying_event_rate,county,0,0.05969404935204028,0.04306119348740468,0.0803714119133406,male,45-64
qualifying_event_rate,county,0,0.06891992457576879,0.048663861877414824,0.09456539341085347,male,65-74
qualifying_event_rate,county,0,0.07658407290293381,0.048525201098820685,0.11326269174968166,male,75-84
qualifying_event_rate,county,0,0.03590396770266827,0.0,0.11586297561070442,male,85+
person_years_exposure,county,0,5067.371590850118,4495.0820416419965,5765.231077070965,female,0-17
person_years_exposure,county,0,5726.148410683942,5067.839764870707,6521.745305552587,female,18-44
person_years_exposure,county,0,4730.031385827127,4199.831684441668,5403.630638629684,female,45-64
person_years_exposure,county,0,1203.7359566704376,1010.0479334339717,1405.2610083715567,female,65-74
person_years_exposure,county,0,309.24727568336596,201.89445664265273,401.3340168475556,female,75-84
person_years_exposure,county,0,22.588660203824745,10.591519492733338,34.4729110887682,female,85+
person_years_exposure,county,0,10456.179796511069,9266.241385816122,11914.605148539915,female,18-64
person_years_exposure,county,0,1535.5718925576282,1231.295459135213,1830.629265331569,female,65+
mortality_rate,county,0,0.005982765224084138,0.001911078323851874,0.012697162232249566,female,0-17
mortality_rate,county,0,0.001021305092326709,0.0001717156411725623,0.002389365114338865,female,18-44
mortality_rate,county,0,0.01151365741476507,0.003929656768245926,0.023898608246495492,female,45-64
mortality_rate,county,0,0.04909519671613848,0.016753215166872684,0.10693438676278967,female,65-74
mortality_rate,county,0,0.13640839570963884,0.047894847480744504,0.33242989658847877,female,75-84
mortality_rate,county,0,0.16293546186125987,0.030283345716324916,0.4820851576827456,female,85+
qualifying_event_rate,county,0,0.036740397414296654,0.025929838498139297,0.050232621669658646,female,0-17
qualifying_event_rate,county,0,0.04896687641545244,0.03532250531053568,0.06592959096310537,female,18-44
qualifying_event_rate,county,0,0.05999088925979291,0.04312244813950653,0.08094916333455686,female,45-64
qualifying_event_rate,county,0,0.07805002576211711,0.05544099497977423,0.1063259213408638,female,65-74
qualifying_event_rate,county,0,0.07795821014041389,0.048068064652942645,0.11802187371467246,female,75-84
qualifying_event_rate,county,0,0.06124528963353851,0.0,0.15256390962569186,female,85+
person_years_exposure,county,1,4222.973678765999,3625.2380414272266,4793.929214381179,male,0-17
person_years_exposure,county,1,5174.390244860412,4624.4293625152495,5779.019519904172,male,18-44
person_years_exposure,county,1,4259.212444153082,3805.496374610167,4753.075170455451,male,45-64
person_years_exposure,county,1,1125.4652927644888,950.2299214095392,1289.6004086569087,male,65-74
person_years_exposure,county,1,409.3337698902406,287.742763145688,505.4590967574304,male,75-84
person_years_exposure,county,1,27.77727090743268,12.571599035567992,42.58715781876036,male,85+
person_years_exposure,county,1,9433.602689013494,8431.294867264072,10534.622792292015,male,18-64
person_years_exposure,county,1,1562.576333562162,1259.0636255667382,1822.964331656954,male,65+
mortality_rate,county,1,0.04105692751308228,0.014831519563029829,0.08890073749096782,male,0-17
mortality_rate,county,1,0.0013715006699676253,0.00021435282510742502,0.0030968103013374352,male,18-44
mortality_rate,county,1,0.010440145322181023,0.003586877553395667,0.02240111319844032,male,45-64
mortality_rate,county,1,0.05156634610201565,0.018248606583893878,0.11375666485218537,male,65-74
mortality_rate,county,1,0.10859489815432295,0.039564730010459945,0.2568941274374476,male,75-84
mortality_rate,county,1,0.16484133783905397,0.04060888918441786,0.4773741113764478,male,85+
qualifying_event_rate,county,1,0.02680406739518828,0.01862721643170828,0.03745915102070413,male,0-17
qualifying_event_rate,county,1,0.03574790923360091,0.02520798395642366,0.04880927625035646,male,18-44
qualifying_event_rate,county,1,0.04314097604675525,0.030477717270950243,0.05922951585630019,male,45-64
qualifying_event_rate,county,1,0.07351126288113154,0.05198281088137076,0.10138430339129367,male,65-74
qualifying_event_rate,county,1,0.04590404134715467,0.026251364620988194,0.07111297676475482,male,75-84
qualifying_event_rate,county,1,0.021619861543718023,0.0,0.0810473864998344,male,85+
person_years_exposure,county,1,4561.593542923599,4078.5380626948404,5093.068976068768,female,0-17
person_years_exposure,county,1,5148.464325888549,4597.13362242168,5746.662024875807,female,18-44
person_years_exposure,county,1,3983.9675852246714,3569.4272889956987,4446.3367135551725,female,45-64
person_years_exposure,county,1,1153.1680931247527,981.0729482069012,1317.7939454083412,female,65-74
person_years_exposure,county,1,315.2777780545147,212.4987036284765,396.1144565678771,female,75-84
person_years_exposure,county,1,22.276323262627695,8.441277095374355,35.86903206813323,female,85+
person_years_exposure,county,1,9132.43191111322,8162.831617880939,10186.31024243154,female,18-64
person_years_exposure,county,1,1490.7221944418952,1212.511575645987,1734.7846486663805,female,65+
mortality_rate,county,1,0.003220138906618937,0.0008899142715760195,0.00689716870738108,female,0-17
mortality_rate,county,1,0.0010627789844024351,0.00019012778674644618,0.002478421364949664,female,18-44
mortality_rate,county,1,0.011796549371234318,0.004142138410704699,0.02476889010131902,female,45-64
mortality_rate,county,1,0.046912203496205805,0.016596406974795176,0.10093226078678505,female,65-74
mortality_rate,county,1,0.12832771789436495,0.04595969598945279,0.3039543513663126,female,75-84
mortality_rate,county,1,0.14233926270018366,0.026727395138625477,0.48638578577990677,female,85+
qualifying_event_rate,county,1,0.03125749434563072,0.021944985073690512,0.043114618136980185,female,0-17
qualifying_event_rate,county,1,0.036007494477347,0.02555575843871223,0.04958357667789373,female,18-44
qualifying_event_rate,county,1,0.04126708733549559,0.029250089838117607,0.056386616975176766,female,45-64
qualifying_event_rate,county,1,0.05842303687807773,0.03987691860233988,0.08302374760799891,female,65-74
qualifying_event_rate,county,1,0.059996924070091336,0.03461449717023218,0.09329430455110473,female,75-84
qualifying_event_rate,county,1,0.0340979223889458,0.0,0.10936392425249886,female,85+
person_years_exposure,county,2,4617.048158678858,4233.271394038185,4991.312706244227,male,0-17
person_years_exposure,county,2,5239.038777511519,4842.678681701692,5640.94853774576,male,18-44
person_years_exposure,county,2,4840.684680482324,4463.85632330428,5221.816060286007,male,45-64
person_years_exposure,county,2,1286.9449731308496,1096.6567038707306,1441.5295058081638,male,65-74
person_years_exposure,county,2,385.40984889270766,263.2468581482303,471.69362417380563,male,75-84
person_years_exposure,county,2,56.68450465827317,31.221770452466938,79.07375114446164,male,85+
person_years_exposure,county,2,10079.723457993843,9309.457503358613,10862.638769241012,male,18-64
person_years_exposure,county,2,1729.0393266818305,1403.6567480703832,1977.5923812772157,male,65+
mortality_rate,county,2,0.008523945906005309,0.002932004631076564,0.018179749429382615,male,0-17
mortality_rate,county,2,0.00150481593996613,0.00036132758299020845,0.00335013613653819,male,18-44
mortality_rate,county,2,0.009647738540903403,0.003337473786067329,0.020251469957686938,male,45-64
mortality_rate,county,2,0.05097472685773067,0.018670790673420166,0.11269261650078029,male,65-74
mortality_rate,county,2,0.10915646165397976,0.03872501472651696,0.27000976044139263,male,75-84
mortality_rate,county,2,0.1568906188710799,0.05167931927123158,0.4136504344517007,male,85+
qualifying_event_rate,county,2,0.025739143951555632,0.017896572637720126,0.03544700641496569,male,0-17
qualifying_event_rate,county,2,0.030577326793015475,0.02137335394769951,0.04160153194034197,male,18-44
qualifying_event_rate,county,2,0.04195628952814036,0.02973077791901233,0.0566582343079925,male,45-64
qualifying_event_rate,county,2,0.055252062267542625,0.03803340236449618,0.07712575583403213,male,65-74
qualifying_event_rate,county,2,0.050193763731973574,0.029062305602363135,0.07647888133042141,male,75-84
qualifying_event_rate,county,2,0.022753754408788598,0.0,0.06188395320050376,male,85+
person_years_exposure,county,2,4569.004015436742,4180.34757782706,4940.07426100148,female,0-17
person_years_exposure,county,2,5128.246863935112,4742.8397702709035,5517.322450511817,female,18-44
person_years_exposure,county,2,4884.573772396096,4495.3530344381215,5274.676941488797,female,45-64
person_years_exposure,county,2,1410.478967030317,1204.6439450178254,1576.871353446344,female,65-74
person_years_exposure,county,2,379.09637242702183,252.4675818935906,470.74704518327235,female,75-84
person_years_exposure,county,2,32.65576671280032,13.539937481201711,50.590598349541494,female,85+
person_years_exposure,county,2,10012.820636331207,9250.18624412016,10791.11262983244,female,18-64
person_years_exposure,county,2,1822.2311061701394,1482.354974752777,2085.0759364045207,female,65+
mortality_rate,county,2,0.010615432370191033,0.003520687382374572,0.022985279377817806,female,0-17
mortality_rate,county,2,0.0010382142067775792,0.00018668896963117368,0.002351973637093348,female,18-44
mortality_rate,county,2,0.012053752108112405,0.004339219170472109,0.02566398297337356,female,45-64
mortality_rate,county,2,0.04876854526095754,0.01728019905414031,0.10788254304832287,female,65-74
mortality_rate,county,2,0.1266643329041897,0.04766516472573535,0.3083089726369685,female,75-84
mortality_rate,county,2,0.1676859807875761,0.05205658558018421,0.4888211789451988,female,85+
qualifying_event_rate,county,2,0.025012502982354242,0.017055653380688197,0.03462886922932787,female,0-17
qualifying_event_rate,county,2,0.031236022642118434,0.021567808003373858,0.04245553801441898,female,18-44
qualifying_event_rate,county,2,0.04111736861207828,0.02918674348360987,0.056210759119393876,female,45-64
qualifying_event_rate,county,2,0.05248833420190852,0.03607815205076683,0.07265130677905626,female,65-74
qualifying_event_rate,county,2,0.06558143503265983,0.0408752931785999,0.09798845015672916,female,75-84
qualifying_event_rate,county,2,0.04001566192462318,0.0,0.10938798473357836,female,85+
person_years_exposure,county,3,946.0940226523853,887.5474330496315,1000.1105781275521,male,0-17
person_years_exposure,county,3,1038.1727448790025,973.222418344423,1098.237813685828,male,18-44
person_years_exposure,county,3,1120.2238572863914,1049.0310436911964,1187.2154875757587,male,45-64
person_years_exposure,county,3,309.55458499722323,262.7868203297352,347.09129535550034,male,65-74
person_years_exposure,county,3,68.07054789762915,47.57795933492272,85.01926996929626,male,75-84
person_years_exposure,county,3,11.607847096947598,3.390729302678857,22.51047090187525,male,85+
person_years_exposure,county,3,2158.396602165394,2028.641973778085,2278.358614123145,male,18-64
person_years_exposure,county,3,389.2329799918,319.2961411670737,445.6897204868945,male,65+
mortality_rate,county,3,0.002271882086807919,0.0,0.006325359998953559,male,0-17
mortality_rate,county,3,0.001876606949190392,0.0,0.005159919807776906,male,18-44
mortality_rate,county,3,0.011347219306721347,0.0027354094935250254,0.025596057001412643,male,45-64
mortality_rate,county,3,0.04966425934745569,0.014702070198824553,0.11303975425480331,male,65-74
mortality_rate,county,3,0.10017367730386292,0.023614174687917416,0.26014622714500524,male,75-84
mortality_rate,county,3,0.12456641885155777,0.0,0.5326631173984812,male,85+
qualifying_event_rate,county,3,0.024630463587192446,0.014306119543533403,0.03732408733827634,male,0-17
qualifying_event_rate,county,3,0.032484975371315464,0.02069686214616172,0.046942940340451475,male,18-44
qualifying_event_rate,county,3,0.041881364694284974,0.02753306666561332,0.058897677845717304,male,45-64
qualifying_event_rate,county,3,0.05536261748289153,0.031336723564874026,0.08392674068048953,male,65-74
qualifying_event_rate,county,3,0.05413797049087914,0.01321263618035352,0.1065184334346775,male,75-84
qualifying_event_rate,county,3,0.027465840031073878,0.0,0.12901376742845166,male,85+
person_years_exposure,county,3,775.1370240619955,673.1222870927697,854.4880535091955,female,0-17
person_years_exposure,county,3,1010.0680040089264,943.092100831466,1075.8333590618643,female,18-44
person_years_exposure,county,3,876.6891801710991,820.8343807855153,928.4394345263273,female,45-64
person_years_exposure,county,3,323.15131553453153,268.853802733822,366.9907481098999,female,65-74
person_years_exposure,county,3,59.145274084368445,35.14116535994124,79.17822903118072,female,75-84
person_years_exposure,county,3,2.416398866893055,0.032833521090487434,5.808537360428288,female,85+
